J01	J02	11.18033989
J02	J47	15.80493336
J47	F44	18.54283513
J02	D2	69.01996162
J02	J03	29.12043956
J47	J48	27.64202657
F45	J47	21.47993843
J48	F47	20.57142857
F46	J48	24.24366107
D2	J12	41.74558513
D2	J32	32.02550004
D2	J03	36.16289676
J03	J32	54.48085228
J03	J33	50.18496401
J03	J04	24.8394847
J03	J48	31.47010243
J48	Z01	40.16699833
J12	J13	23.32380758
J32	J13	42.89141487
J12	J32	23.87723705
J32	F24	15.80493336
J32	J33	29.14285714
J33	F25	17.48235262
J33	J04	34.02759984
J04	Z01	32.20850439
Z01	J50	31.60986671
J50	F50	22.3515511
J04	J50	38.67604859
J04	J05	20.88061302
J49	J50	43.70588155
J33	J34	38.3325939
J34	F26	17.14285714
J34	J05	29.19323377
J05	J49	18.85714286
J49	F49	19.39492886
J49	F48	19.99183507
J13	J21	34.45671642
J13	J14	16.40121947
J14	J35	25.71428571
J35	F27	16.17253908
J35	F28	16.17253908
J34	J36	43.63858992
J36	F29	16.97056275
J36	F30	16.97056275
J36	J06	24.54483611
J06	J51	14.54619664
J51	Z02	19.99183507
Z02	J54	22.28571429
J54	J57	17.22835821
J57	J58	25.31112525
J54	J55	32.57142857
J55	J58	30.37722025
J55	J59	29.19323377
J55	J53	26.77799889
J53	J59	36.04079321
J53	F51	19.16629695
J50	J53	31.04703476
J53	J56	45.74284822
F52	J56	17.14285714
J56	F53	19.99183507
J56	J60	20.7137931
J60	F55	13.38899944
J60	F56	14.54619664
J59	F54	20.92552391
J58	J59	32.5262845
J59	J62	41.28546713
J62	F59	22.3515511
J62	F60	17.8976683
J62	J60	39.98367014
J05	J06	32.01562119
J34	J35	25.71428571
J21	F01	14.74684331
J21	F02	14.64686356
J21	F03	14.54619664
J21	J14	30.90472522
J21	J22	34.96470524
J22	F06	10.84209483
J22	F04	17.64965167
J22	F05	17.64965167
J22	J23	29.19323377
J23	F07	13.05561104
J23	J24	47.41480007
J24	F08	19.99183507
J24	F09	15.80493336
J24	J26	32.97494411
J26	F12	16.88375623
J26	F13	21.68418967
J26	J27	59.03717266
J27	F17	17.48235262
J27	F14	23.81561827
J27	F15	13.05561104
J27	F16	19.54586443
J23	J25	29.93871291
J25	F11	24.0611466
J24	J25	38.3325939
J25	F10	27.48209064
J25	Z06	50.41865544
Z06	J26	38.06331996
Z06	J28	49.11959582
J27	J28	43.70588155
J28	F18	22.3515511
J28	F19	13.82101328
J25	J15	40.45859562
J14	J15	37
J15	J16	25.61249695
J16	Z06	45.2908965
J16	J17	29.06888371
J17	J18	18.86796226
J18	J19	22.627417
J19	J20	19.41648784
J20	J31	35.34090536
J19	J31	36.44621422
J18	J29	32.97494411
J31	F23	15.52351738
J29	J31	46.31744944
J30	J31	30.90472522
J29	J30	34.32854468
J29	F20	16.17253908
J28	J29	31.51675939
J28	J30	35.34090536
J30	F21	13.82101328
J30	F22	17.64965167
J15	J37	24.0611466
J37	F31	12.36189009
J37	F32	15.33303756
J37	F33	20.06519985
J37	Z04	24.24366107
Z04	J38	17.14285714
J38	F34	14.74684331
J38	F35	16.88375623
Z04	J07	27.10523709
J06	J07	26.92582404
J07	J08	19.6468827
J07	J52	49.08967222
J52	Z02	29.93871291
J08	J52	37.94733192
J52	Z03	29.14285714
Z03	J57	37.8698092
J58	J61	40.16699833
J61	F58	17.22835821
J61	F57	21.20454322
J61	Z03	44.99795914
J16	J39	26.16743575
J39	F36	16.88375623
J39	J40	26.11122208
J40	F37	20.7137931
J40	F38	17.64965167
J40	F39	21.68418967
J40	J42	38.3325939
J38	J42	48.78942676
J08	J42	49.97958767
J18	J41	19.16629695
J41	F40	17.22835821
J41	Z05	16.26314225
Z05	J44	24.54483611
J19	J43	21.68418967
J43	J44	43.70588155
J44	F41	21.68418967
J44	F42	15.52351738
J44	J45	39.09172886
J44	J46	42.16585329
J45	J46	29.14285714
J46	F43	14.64686356
J45	J42	34.02759984
J45	J09	49.92075353
J45	J10	39.57735902
J08	J09	17.20465053
J09	J10	16.15549442
J10	J11	20.22374842
J46	J11	36.80727523
J11	D1	38.67604859
J10	D1	41.49846321
J09	D1	56.04954077
J09	Z03	60
Z03	D1	63.7751151
