J01	J02	11.180340 
J02	J47	9.219544 
J47	F44	10.816654 
J02	D2	40.261644 
J02	J03	29.120440 
J47	J48	16.124515 
F45	J47	12.529964 
J48	F47	12.000000 
F46	J48	14.142136 
D2	J12	24.351591 
D2	J32	18.681542 
D2	J03	21.095023 
J03	J32	31.780497 
J03	J33	29.274562 
J03	J04	24.839485 
J03	J48	18.357560 
J48	Z01	23.430749 
J12	J13	23.323808 
J32	J13	25.019992 
J12	J32	13.928388 
J32	F24	9.219544 
J32	J33	17.000000 
J33	F25	10.198039 
J33	J04	19.849433 
J04	Z01	18.788294 
Z01	J50	18.439089 
J50	F50	13.038405 
J04	J50	22.561028 
J04	J05	20.880613 
J49	J50	25.495098 
J33	J34	22.360680 
J34	F26	10.000000 
J34	J05	17.029386 
J05	J49	11.000000 
J49	F49	11.313708 
J49	F48	11.661904 
J13	J21	20.099751 
J13	J14	16.401219 
J14	J35	15.000000 
J35	F27	9.433981 
J35	F28	9.433981 
J34	J36	25.455844 
J36	F29	9.899495 
J36	F30	9.899495 
J36	J06	14.317821 
J06	J51	8.485281 
J51	Z02	11.661904 
Z02	J54	13.000000 
J54	J57	10.049876 
J57	J58	14.764823 
J54	J55	19.000000 
J55	J58	17.720045 
J55	J59	17.029386 
J55	J53	15.620499 
J53	J59	21.023796 
J53	F51	11.180340 
J50	J53	18.110770 
J53	J56	26.683328 
F52	J56	10.000000 
J56	F53	11.661904 
J56	J60	12.083046 
J60	F55	7.810250 
J60	F56	8.485281 
J59	F54	12.206556 
J58	J59	18.973666 
J59	J62	24.083189 
J62	F59	13.038405 
J62	F60	10.440307 
J62	J60	23.323808 
J05	J06	32.015621 
J34	J35	15.000000 
J21	F01	8.602325 
J21	F02	8.544004 
J21	F03	8.485281 
J21	J14	18.027756 
J21	J22	20.396078 
J22	F06	6.324555 
J22	F04	10.295630 
J22	F05	10.295630 
J22	J23	17.029386 
J23	F07	7.615773 
J23	J24	27.658633 
J24	F08	11.661904 
J24	F09	9.219544 
J24	J26	19.235384 
J26	F12	9.848858 
J26	F13	12.649111 
J26	J27	34.438351 
J27	F17	10.198039 
J27	F14	13.892444 
J27	F15	7.615773 
J27	F16	11.401754 
J23	J25	17.464249 
J25	F11	14.035669 
J24	J25	22.360680 
J25	F10	16.031220 
J25	Z06	29.410882 
Z06	J26	22.203603 
Z06	J28	28.653098 
J27	J28	25.495098 
J28	F18	13.038405 
J28	F19	8.062258 
J25	J15	23.600847 
J14	J15	37.000000 
J15	J16	25.612497 
J16	Z06	26.419690 
J16	J17	29.068884 
J17	J18	18.867962 
J18	J19	22.627417 
J19	J20	19.416488 
J20	J31	20.615528 
J19	J31	21.260292 
J18	J29	19.235384 
J31	F23	9.055385 
J29	J31	27.018512 
J30	J31	18.027756 
J29	J30	20.024984 
J29	F20	9.433981 
J28	J29	18.384776 
J28	J30	20.615528 
J30	F21	8.062258 
J30	F22	10.295630 
J15	J37	14.035669 
J37	F31	7.211103 
J37	F32	8.944272 
J37	F33	11.704700 
J37	Z04	14.142136 
Z04	J38	10.000000 
J38	F34	8.602325 
J38	F35	9.848858 
Z04	J07	15.811388 
J06	J07	26.925824 
J07	J08	19.646883 
J07	J52	28.635642 
J52	Z02	17.464249 
J08	J52	22.135944 
J52	Z03	17.000000 
Z03	J57	22.090722 
J58	J61	23.430749 
J61	F58	10.049876 
J61	F57	12.369317 
J61	Z03	26.248809 
J16	J39	15.264338 
J39	F36	9.848858 
J39	J40	15.231546 
J40	F37	12.083046 
J40	F38	10.295630 
J40	F39	12.649111 
J40	J42	22.360680 
J38	J42	28.460499 
J08	J42	29.154759 
J18	J41	11.180340 
J41	F40	10.049876 
J41	Z05	9.486833 
Z05	J44	14.317821 
J19	J43	12.649111 
J43	J44	25.495098 
J44	F41	12.649111 
J44	F42	9.055385 
J44	J45	22.803509 
J44	J46	24.596748 
J45	J46	17.000000 
J46	F43	8.544004 
J45	J42	19.849433 
J45	J09	29.120440 
J45	J10	23.086793 
J08	J09	17.204651 
J09	J10	16.155494 
J10	J11	20.223748 
J46	J11	21.470911 
J11	D1	22.561028 
J10	D1	24.207437 
J09	D1	32.695565 
J09	Z03	35.000000 
Z03	D1	37.202150 
