J01	J02	9.583148475
J02	J47	12.29272594
J47	F44	14.4222051
J02	D2	53.68219237
J02	J03	24.96037676
J47	J48	21.499354
F45	J47	16.70661878
J48	F47	16
F46	J48	18.85618083
D2	J12	32.46878843
D2	J32	24.90872226
D2	J03	28.12669748
J03	J32	42.37399622
J03	J33	39.03274978
J03	J04	21.29098688
J03	J48	24.47674633
J48	Z01	31.2409987
J12	J13	19.99183507
J32	J13	33.35998934
J12	J32	18.57118437
J32	F24	12.29272594
J32	J33	22.66666667
J33	F25	13.59738537
J33	J04	26.46591099
J04	Z01	25.05105897
Z01	J50	24.58545189
J50	F50	17.38453975
J04	J50	30.08137113
J04	J05	17.8976683
J49	J50	33.99346342
J33	J34	29.8142397
J34	F26	13.33333333
J34	J05	22.70584849
J05	J49	14.66666667
J49	F49	15.08494467
J49	F48	15.54920505
J13	J21	26.79966832
J13	J14	14.05818811
J14	J35	20
J35	F27	12.57864151
J35	F28	12.57864151
J34	J36	33.9411255
J36	F29	13.19932658
J36	F30	13.19932658
J36	J06	19.09042808
J06	J51	11.3137085
J51	Z02	15.54920505
Z02	J54	17.33333333
J54	J57	13.39983416
J57	J58	19.68643075
J54	J55	25.33333333
J55	J58	23.62672686
J55	J59	22.70584849
J55	J53	20.82733247
J53	J59	28.03172806
J53	F51	14.90711985
J50	J53	24.1476937
J53	J56	35.57777084
F52	J56	13.33333333
J56	F53	15.54920505
J56	J60	16.11072796
J60	F55	10.41366623
J60	F56	11.3137085
J59	F54	16.27540749
J58	J59	25.29822128
J59	J62	32.11091888
J62	F59	17.38453975
J62	F60	13.92040868
J62	J60	31.09841011
J05	J06	27.44196102
J34	J35	20
J21	F01	11.46976702
J21	F02	11.39200499
J21	F03	11.3137085
J21	J14	24.0370085
J21	J22	27.19477074
J22	F06	8.432740427
J22	F04	13.72750685
J22	F05	13.72750685
J22	J23	22.70584849
J23	F07	10.15436414
J23	J24	36.87817783
J24	F08	15.54920505
J24	F09	12.29272594
J24	J26	25.64717875
J26	F12	13.1318104
J26	F13	16.86548085
J26	J27	45.91780095
J27	F17	13.59738537
J27	F14	18.52325865
J27	F15	10.15436414
J27	F16	15.202339
J23	J25	23.2856656
J25	F11	18.71422513
J24	J25	29.8142397
J25	F10	21.37495939
J25	Z06	39.21450979
Z06	J26	29.60480441
Z06	J28	38.20413009
J27	J28	33.99346342
J28	F18	17.38453975
J28	F19	10.749677
J25	J15	31.46779659
J14	J15	31.71428571
J15	J16	21.95356881
J16	Z06	35.22625284
J16	J17	24.91618603
J17	J18	16.17253908
J18	J19	19.39492886
J19	J20	16.64270386
J20	J31	27.48737084
J19	J31	28.3470555
J18	J29	25.64717875
J31	F23	12.07384685
J29	J31	36.0246829
J30	J31	24.0370085
J29	J30	26.69997919
J29	F20	12.57864151
J28	J29	24.51303508
J28	J30	27.48737084
J30	F21	10.749677
J30	F22	13.72750685
J15	J37	18.71422513
J37	F31	9.614803401
J37	F32	11.92569588
J37	F33	15.60626655
J37	Z04	18.85618083
Z04	J38	13.33333333
J38	F34	11.46976702
J38	F35	13.1318104
Z04	J07	21.08185107
J06	J07	23.07927774
J07	J08	16.84018518
J07	J52	38.18085617
J52	Z02	23.2856656
J08	J52	29.51459149
J52	Z03	22.66666667
Z03	J57	29.45429605
J58	J61	31.2409987
J61	F58	13.39983416
J61	F57	16.4924225
J61	Z03	34.99841266
J16	J39	20.35245003
J39	F36	13.1318104
J39	J40	20.30872828
J40	F37	16.11072796
J40	F38	13.72750685
J40	F39	16.86548085
J40	J42	29.8142397
J38	J42	37.94733192
J08	J42	38.87301263
J18	J41	14.90711985
J41	F40	13.39983416
J41	Z05	12.64911064
Z05	J44	19.09042808
J19	J43	16.86548085
J43	J44	33.99346342
J44	F41	16.86548085
J44	F42	12.07384685
J44	J45	30.404678
J44	J46	32.79566367
J45	J46	22.66666667
J46	F43	11.39200499
J45	J42	26.46591099
J45	J09	38.82725274
J45	J10	30.78239035
J08	J09	14.74684331
J09	J10	13.84756665
J10	J11	17.3346415
J46	J11	28.62788074
J11	D1	30.08137113
J10	D1	32.2765825
J09	D1	43.59408726
J09	Z03	46.66666667
Z03	D1	49.6028673
